dataset,sample_id,decision,risk_score,poisoned,reasons
clean_subset,classification/train/0/00235.jpg,REVIEW,0.6513,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 28% confidence to the candidate label
clean_subset,classification/train/0/00239.jpg,REVIEW,0.6254,False,9 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 19% confidence to the candidate label
clean_subset,classification/train/0/00249.jpg,QUARANTINE,0.8143,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 6% confidence to the candidate label; embedding is 1.8 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00267.jpg,REVIEW,0.6472,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/0/00308.jpg,REVIEW,0.6398,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/0/00330.jpg,REVIEW,0.6823,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/0/00353.jpg,QUARANTINE,0.776,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label; embedding is 1.6 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00379.jpg,REVIEW,0.6777,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label
clean_subset,classification/train/0/00437.jpg,QUARANTINE,0.7807,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 6% confidence to the candidate label
clean_subset,classification/train/0/00463.jpg,REVIEW,0.6907,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/0/00465.jpg,QUARANTINE,0.8768,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label; embedding is 3.3 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00466.jpg,REVIEW,0.6664,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/0/00494.jpg,REVIEW,0.6933,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/0/00510.jpg,REVIEW,0.6472,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 12% confidence to the candidate label
clean_subset,classification/train/0/00549.jpg,REVIEW,0.7301,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label
clean_subset,classification/train/0/00567.jpg,QUARANTINE,0.9742,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 5% confidence to the candidate label; embedding is 2.9 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00601.jpg,QUARANTINE,0.7572,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label; embedding is 1.6 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00609.jpg,REVIEW,0.719,False,8 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 9% confidence to the candidate label; embedding is 2.1 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00631.jpg,REVIEW,0.6386,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/0/00691.jpg,QUARANTINE,0.9014,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 4% confidence to the candidate label; embedding is 2.6 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00699.jpg,QUARANTINE,0.9861,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 3% confidence to the candidate label; embedding is 4.5 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00735.jpg,QUARANTINE,0.9001,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 10% confidence to the candidate label; embedding is 2.5 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00749.jpg,QUARANTINE,0.9293,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label; embedding is 3.7 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00768.jpg,REVIEW,0.6748,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 24% confidence to the candidate label
clean_subset,classification/train/0/00783.jpg,REVIEW,0.6816,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/0/00803.jpg,REVIEW,0.6698,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 19% confidence to the candidate label
clean_subset,classification/train/0/00816.jpg,REVIEW,0.6912,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/0/00831.jpg,QUARANTINE,0.8773,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label; embedding is 3.4 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/00844.jpg,REVIEW,0.6324,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/0/00883.jpg,REVIEW,0.6851,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/0/00887.jpg,REVIEW,0.6346,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 21% confidence to the candidate label
clean_subset,classification/train/0/00906.jpg,REVIEW,0.7021,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label
clean_subset,classification/train/0/00917.jpg,REVIEW,0.664,False,11 of 15 nearest neighbours have a different candidate label
clean_subset,classification/train/0/00949.jpg,REVIEW,0.7105,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 9% confidence to the candidate label
clean_subset,classification/train/0/00956.jpg,REVIEW,0.6632,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label
clean_subset,classification/train/0/00981.jpg,REVIEW,0.661,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/0/00994.jpg,QUARANTINE,0.7535,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/0/01013.jpg,REVIEW,0.6817,False,11 of 15 nearest neighbours have a different candidate label; embedding is 3.0 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/01032.jpg,REVIEW,0.6442,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 19% confidence to the candidate label
clean_subset,classification/train/0/01054.jpg,REVIEW,0.6949,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/0/01055.jpg,REVIEW,0.6608,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 19% confidence to the candidate label
clean_subset,classification/train/0/01062.jpg,REVIEW,0.654,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/0/01063.jpg,REVIEW,0.6554,False,13 of 15 nearest neighbours have a different candidate label; embedding is 1.7 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/01067.jpg,REVIEW,0.6633,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/0/01081.jpg,QUARANTINE,0.9254,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 5% confidence to the candidate label; embedding is 3.4 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/0/01093.jpg,REVIEW,0.6361,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 21% confidence to the candidate label
clean_subset,classification/train/0/01098.jpg,QUARANTINE,0.8822,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label; embedding is 3.8 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01116.jpg,REVIEW,0.6424,False,12 of 15 nearest neighbours have a different candidate label; embedding is 2.0 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01122.jpg,REVIEW,0.6444,False,11 of 15 nearest neighbours have a different candidate label; embedding is 2.0 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01168.jpg,REVIEW,0.6808,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/1/01170.jpg,REVIEW,0.634,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/1/01171.jpg,REVIEW,0.7215,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 18% confidence to the candidate label
clean_subset,classification/train/1/01174.jpg,REVIEW,0.6372,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 14% confidence to the candidate label
clean_subset,classification/train/1/01197.jpg,REVIEW,0.6612,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label
clean_subset,classification/train/1/01199.jpg,QUARANTINE,0.781,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 9% confidence to the candidate label
clean_subset,classification/train/1/01201.jpg,REVIEW,0.6777,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/1/01202.jpg,REVIEW,0.7055,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label
clean_subset,classification/train/1/01204.jpg,REVIEW,0.6242,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 24% confidence to the candidate label
clean_subset,classification/train/1/01205.jpg,QUARANTINE,0.757,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 6% confidence to the candidate label
clean_subset,classification/train/1/01207.jpg,QUARANTINE,0.7929,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 10% confidence to the candidate label
clean_subset,classification/train/1/01217.jpg,QUARANTINE,0.8926,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label; embedding is 2.8 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01222.jpg,REVIEW,0.659,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/1/01228.jpg,REVIEW,0.7152,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 9% confidence to the candidate label
clean_subset,classification/train/1/01232.jpg,REVIEW,0.6941,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/1/01234.jpg,REVIEW,0.7077,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 23% confidence to the candidate label
clean_subset,classification/train/1/01239.jpg,QUARANTINE,0.8167,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 23% confidence to the candidate label; embedding is 2.9 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01245.jpg,REVIEW,0.654,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01247.jpg,QUARANTINE,0.7563,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 8% confidence to the candidate label
clean_subset,classification/train/1/01266.jpg,REVIEW,0.7069,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/1/01267.jpg,REVIEW,0.6484,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/1/01268.jpg,REVIEW,0.684,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/1/01269.jpg,QUARANTINE,0.9798,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 5% confidence to the candidate label; embedding is 4.4 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01280.jpg,REVIEW,0.6638,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/1/01291.jpg,REVIEW,0.7058,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 14% confidence to the candidate label
clean_subset,classification/train/1/01296.jpg,REVIEW,0.6404,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/1/01298.jpg,REVIEW,0.6667,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/1/01299.jpg,REVIEW,0.6661,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/1/01304.jpg,REVIEW,0.6599,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label
clean_subset,classification/train/1/01305.jpg,REVIEW,0.7464,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 21% confidence to the candidate label; embedding is 1.6 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01313.jpg,REVIEW,0.6414,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/1/01318.jpg,REVIEW,0.6694,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 26% confidence to the candidate label
clean_subset,classification/train/1/01323.jpg,REVIEW,0.6684,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 26% confidence to the candidate label
clean_subset,classification/train/1/01324.jpg,QUARANTINE,0.8544,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 23% confidence to the candidate label; embedding is 3.5 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01330.jpg,REVIEW,0.67,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 8% confidence to the candidate label
clean_subset,classification/train/1/01334.jpg,REVIEW,0.6602,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/1/01343.jpg,REVIEW,0.6526,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 24% confidence to the candidate label
clean_subset,classification/train/1/01344.jpg,REVIEW,0.6403,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/1/01348.jpg,REVIEW,0.6239,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01349.jpg,REVIEW,0.6396,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/1/01350.jpg,REVIEW,0.7022,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 14% confidence to the candidate label
clean_subset,classification/train/1/01351.jpg,QUARANTINE,0.8839,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label; embedding is 3.1 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01355.jpg,REVIEW,0.674,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 23% confidence to the candidate label
clean_subset,classification/train/1/01358.jpg,REVIEW,0.6499,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 18% confidence to the candidate label
clean_subset,classification/train/1/01361.jpg,REVIEW,0.6255,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 21% confidence to the candidate label
clean_subset,classification/train/1/01382.jpg,REVIEW,0.6504,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01383.jpg,QUARANTINE,0.9637,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 2% confidence to the candidate label; embedding is 3.9 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01386.jpg,REVIEW,0.6726,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/1/01388.jpg,REVIEW,0.7154,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 10% confidence to the candidate label
clean_subset,classification/train/1/01391.jpg,REVIEW,0.6468,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/1/01393.jpg,QUARANTINE,0.7905,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label
clean_subset,classification/train/1/01394.jpg,REVIEW,0.6813,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 26% confidence to the candidate label
clean_subset,classification/train/1/01398.jpg,REVIEW,0.6509,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01399.jpg,REVIEW,0.6484,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/1/01401.jpg,REVIEW,0.6504,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/1/01406.jpg,REVIEW,0.6843,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/1/01415.jpg,REVIEW,0.6995,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 18% confidence to the candidate label
clean_subset,classification/train/1/01417.jpg,REVIEW,0.6747,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 18% confidence to the candidate label
clean_subset,classification/train/1/01419.jpg,REVIEW,0.6787,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01421.jpg,REVIEW,0.6336,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/1/01424.jpg,REVIEW,0.6823,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 12% confidence to the candidate label
clean_subset,classification/train/1/01428.jpg,REVIEW,0.7413,False,12 of 15 nearest neighbours have a different candidate label; embedding is 2.8 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01432.jpg,REVIEW,0.6967,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/1/01435.jpg,REVIEW,0.6526,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01437.jpg,REVIEW,0.6463,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 19% confidence to the candidate label
clean_subset,classification/train/1/01440.jpg,QUARANTINE,0.867,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label; embedding is 4.1 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01442.jpg,REVIEW,0.6242,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 24% confidence to the candidate label
clean_subset,classification/train/1/01447.jpg,REVIEW,0.7382,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label
clean_subset,classification/train/1/01448.jpg,REVIEW,0.6516,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01449.jpg,REVIEW,0.6846,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 24% confidence to the candidate label; embedding is 1.7 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01451.jpg,REVIEW,0.6369,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/1/01455.jpg,QUARANTINE,0.8868,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label; embedding is 3.5 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01457.jpg,REVIEW,0.6882,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 21% confidence to the candidate label
clean_subset,classification/train/1/01462.jpg,REVIEW,0.6919,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 14% confidence to the candidate label
clean_subset,classification/train/1/01467.jpg,REVIEW,0.6949,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/1/01468.jpg,REVIEW,0.692,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/1/01488.jpg,REVIEW,0.6358,False,10 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 10% confidence to the candidate label
clean_subset,classification/train/1/01490.jpg,REVIEW,0.6247,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label
clean_subset,classification/train/1/01504.jpg,REVIEW,0.662,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 21% confidence to the candidate label
clean_subset,classification/train/1/01523.jpg,REVIEW,0.7097,False,11 of 15 nearest neighbours have a different candidate label; embedding is 2.1 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01524.jpg,REVIEW,0.639,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 14% confidence to the candidate label
clean_subset,classification/train/1/01529.jpg,QUARANTINE,0.7714,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 11% confidence to the candidate label
clean_subset,classification/train/1/01534.jpg,REVIEW,0.6729,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/1/01560.jpg,REVIEW,0.6614,False,10 of 15 nearest neighbours have a different candidate label; embedding is 2.2 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/1/01561.jpg,REVIEW,0.6281,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/1/01562.jpg,REVIEW,0.7009,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 18% confidence to the candidate label
clean_subset,classification/train/1/01565.jpg,REVIEW,0.6399,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 20% confidence to the candidate label
clean_subset,classification/train/1/01570.jpg,REVIEW,0.6251,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 24% confidence to the candidate label
clean_subset,classification/train/1/01571.jpg,REVIEW,0.6969,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 26% confidence to the candidate label
clean_subset,classification/train/1/01572.jpg,REVIEW,0.6278,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/1/01573.jpg,REVIEW,0.7132,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/1/01580.jpg,QUARANTINE,0.797,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/1/01583.jpg,REVIEW,0.6637,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 13% confidence to the candidate label
clean_subset,classification/train/1/01587.jpg,REVIEW,0.7382,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 7% confidence to the candidate label
clean_subset,classification/train/1/01588.jpg,REVIEW,0.7099,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 16% confidence to the candidate label
clean_subset,classification/train/1/01594.jpg,QUARANTINE,0.8384,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 17% confidence to the candidate label; embedding is 2.0 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/3/01874.jpg,REVIEW,0.6852,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 22% confidence to the candidate label
clean_subset,classification/train/3/01885.jpg,REVIEW,0.7299,False,11 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 15% confidence to the candidate label
clean_subset,classification/train/3/01889.jpg,REVIEW,0.6372,False,13 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 27% confidence to the candidate label
clean_subset,classification/train/3/01900.jpg,REVIEW,0.6347,False,14 of 15 nearest neighbours have a different candidate label
clean_subset,classification/train/3/01909.jpg,REVIEW,0.6485,False,14 of 15 nearest neighbours have a different candidate label
clean_subset,classification/train/3/01921.jpg,REVIEW,0.6689,False,12 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 25% confidence to the candidate label
clean_subset,classification/train/3/01923.jpg,QUARANTINE,0.9717,False,15 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 7% confidence to the candidate label; embedding is 3.5 standard deviations farther from its candidate-class centroid than typical
clean_subset,classification/train/3/01933.jpg,REVIEW,0.6589,False,14 of 15 nearest neighbours have a different candidate label; cross-validated classifier assigns only 29% confidence to the candidate label
